repo,workflow_file,content,loc,num_jobs,num_triggers,trigger_types,num_reused_actions
microsoft/vscode,monaco-editor.yml,"name: Monaco Editor checks

on:
  push:
    branches:
      - main
      - release/*
  pull_request:
    branches:
      - main
      - release/*
permissions: {}

jobs:
  main:
    name: Monaco Editor checks
    runs-on: ubuntu-latest
    timeout-minutes: 40
    env:
      GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
    steps:
      - uses: actions/checkout@v4
        with:
          persist-credentials: false

      - uses: actions/setup-node@v4
        with:
          node-version-file: .nvmrc

      - name: Compute node modules cache key
        id: nodeModulesCacheKey
        run: echo ""value=$(node build/azure-pipelines/common/computeNodeModulesCacheKey.js)"" >> $GITHUB_OUTPUT
      - name: Cache node modules
        id: cacheNodeModules
        uses: actions/cache@v4
        with:
          path: ""**/node_modules""
          key: ${{ runner.os }}-cacheNodeModules20-${{ steps.nodeModulesCacheKey.outputs.value }}
          restore-keys: ${{ runner.os }}-cacheNodeModules20-
      - name: Get npm cache directory path
        id: npmCacheDirPath
        if: ${{ steps.cacheNodeModules.outputs.cache-hit != 'true' }}
        run: echo ""dir=$(npm config get cache)"" >> $GITHUB_OUTPUT
      - name: Cache npm directory
        if: ${{ steps.cacheNodeModules.outputs.cache-hit != 'true' }}
        uses: actions/cache@v4
        with:
          path: ${{ steps.npmCacheDirPath.outputs.dir }}
          key: ${{ runner.os }}-npmCacheDir-${{ steps.nodeModulesCacheKey.outputs.value }}
          restore-keys: ${{ runner.os }}-npmCacheDir-
      - name: Install system dependencies
        if: ${{ steps.cacheNodeModules.outputs.cache-hit != 'true' }}
        run: |
          sudo apt update
          sudo apt install -y libxkbfile-dev pkg-config libkrb5-dev libxss1
      - name: Execute npm
        if: ${{ steps.cacheNodeModules.outputs.cache-hit != 'true' }}
        env:
          PLAYWRIGHT_SKIP_BROWSER_DOWNLOAD: 1
          ELECTRON_SKIP_BINARY_DOWNLOAD: 1
        run: |
          npm ci

      - name: Download Playwright
        run: npm run playwright-install

      - name: Run Monaco Editor Checks
        run: npm run monaco-compile-check

      - name: Editor Distro & ESM
        run: npm run gulp editor-distro

      - name: Editor ESM sources check
        working-directory: ./test/monaco
        run: npm run esm-check

      - name: Typings validation prep
        run: |
          mkdir typings-test

      - name: Typings validation
        working-directory: ./typings-test
        run: |
          npm init -yp
          ../node_modules/.bin/tsc --init
          echo ""import '../out-monaco-editor-core';"" > a.ts
          ../node_modules/.bin/tsc --noEmit

      - name: Package Editor with Webpack
        working-directory: ./test/monaco
        run: npm run bundle-webpack

      - name: Compile Editor Tests
        working-directory: ./test/monaco
        run: npm run compile

      - name: Run Editor Tests
        timeout-minutes: 5
        working-directory: ./test/monaco
        run: npm run test
",100,1,2,"push, pull_request",4
microsoft/vscode,no-package-lock-changes.yml,"name: Prevent package-lock.json changes in PRs

on: pull_request
permissions: {}

jobs:
  main:
    name: Prevent package-lock.json changes in PRs
    runs-on: ubuntu-latest
    steps:
      - name: Get file changes
        uses: trilom/file-changes-action@ce38c8ce2459ca3c303415eec8cb0409857b4272
        id: file_changes
      - name: Check if lockfiles were modified
        id: lockfile_check
        run: |
          if cat $HOME/files.json | jq -e 'any(test(""package-lock\\.json$|Cargo\\.lock$""))' > /dev/null; then
            echo ""lockfiles_modified=true"" >> $GITHUB_OUTPUT
            echo ""Lockfiles were modified in this PR""
          else
            echo ""lockfiles_modified=false"" >> $GITHUB_OUTPUT
            echo ""No lockfiles were modified in this PR""
          fi
      - name: Prevent Copilot from modifying lockfiles
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && github.event.pull_request.user.login == 'Copilot' }}
        run: |
          echo ""Copilot is not allowed to modify package-lock.json or Cargo.lock files.""
          echo ""If you need to update dependencies, please do so manually or through authorized means.""
          exit 1
      - uses: octokit/request-action@dad4362715b7fb2ddedf9772c8670824af564f0d # v2.4.0
        id: get_permissions
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && github.event.pull_request.user.login != 'Copilot' }}
        with:
          route: GET /repos/microsoft/vscode/collaborators/{username}/permission
          username: ${{ github.event.pull_request.user.login }}
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
      - name: Set control output variable
        id: control
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && github.event.pull_request.user.login != 'Copilot' }}
        run: |
          echo ""user: ${{ github.event.pull_request.user.login }}""
          echo ""role: ${{ fromJson(steps.get_permissions.outputs.data).permission }}""
          echo ""is dependabot: ${{ github.event.pull_request.user.login == 'dependabot[bot]' }}""
          echo ""should_run: ${{ !contains(fromJson('[""admin"", ""maintain"", ""write""]'), fromJson(steps.get_permissions.outputs.data).permission) }}""
          echo ""should_run=${{ !contains(fromJson('[""admin"", ""maintain"", ""write""]'), fromJson(steps.get_permissions.outputs.data).permission) && github.event.pull_request.user.login != 'dependabot[bot]' }}"" >> $GITHUB_OUTPUT
      - name: Check for lockfile changes
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && steps.control.outputs.should_run == 'true' }}
        run: |
          echo ""Changes to package-lock.json/Cargo.lock files aren't allowed in PRs.""
          exit 1
",51,1,1,pull_request,2
microsoft/vscode,no-yarn-lock-changes.yml,"name: Prevent yarn.lock changes in PRs

on: pull_request
permissions: {}

jobs:
  main:
    name: Prevent yarn.lock changes in PRs
    runs-on: ubuntu-latest
    steps:
      - name: Get file changes
        uses: trilom/file-changes-action@a6ca26c14274c33b15e6499323aac178af06ad4b # v1.2.4
        id: file_changes
      - name: Check if lockfiles were modified
        id: lockfile_check
        run: |
          if cat $HOME/files.json | jq -e 'any(test(""yarn\\.lock$|Cargo\\.lock$""))' > /dev/null; then
            echo ""lockfiles_modified=true"" >> $GITHUB_OUTPUT
            echo ""Lockfiles were modified in this PR""
          else
            echo ""lockfiles_modified=false"" >> $GITHUB_OUTPUT
            echo ""No lockfiles were modified in this PR""
          fi
      - name: Prevent Copilot from modifying lockfiles
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && github.event.pull_request.user.login == 'Copilot' }}
        run: |
          echo ""Copilot is not allowed to modify yarn.lock or Cargo.lock files.""
          echo ""If you need to update dependencies, please do so manually or through authorized means.""
          exit 1
      - uses: octokit/request-action@dad4362715b7fb2ddedf9772c8670824af564f0d # v2.4.0
        id: get_permissions
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && github.event.pull_request.user.login != 'Copilot' }}
        with:
          route: GET /repos/microsoft/vscode/collaborators/{username}/permission
          username: ${{ github.event.pull_request.user.login }}
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
      - name: Set control output variable
        id: control
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && github.event.pull_request.user.login != 'Copilot' }}
        run: |
          echo ""user: ${{ github.event.pull_request.user.login }}""
          echo ""role: ${{ fromJson(steps.get_permissions.outputs.data).permission }}""
          echo ""is dependabot: ${{ github.event.pull_request.user.login == 'dependabot[bot]' }}""
          echo ""should_run: ${{ !contains(fromJson('[""admin"", ""maintain"", ""write""]'), fromJson(steps.get_permissions.outputs.data).permission) }}""
          echo ""should_run=${{ !contains(fromJson('[""admin"", ""maintain"", ""write""]'), fromJson(steps.get_permissions.outputs.data).permission) && github.event.pull_request.user.login != 'dependabot[bot]' }}"" >> $GITHUB_OUTPUT
      - name: Check for lockfile changes
        if: ${{ steps.lockfile_check.outputs.lockfiles_modified == 'true' && steps.control.outputs.should_run == 'true' }}
        run: |
          echo ""Changes to yarn.lock/Cargo.lock files aren't allowed in PRs.""
          exit 1
",51,1,1,pull_request,2
microsoft/vscode,telemetry.yml,"name: 'Telemetry'
on: pull_request
permissions: {}
jobs:
  check-metadata:
    name: 'Check metadata'
    runs-on: 'ubuntu-latest'

    steps:
      - uses: 'actions/checkout@v4'
        with:
          persist-credentials: false

      - uses: 'actions/setup-node@v4'
        with:
          node-version: 'lts/*'

      - name: 'Run vscode-telemetry-extractor'
        run: 'npx --package=@vscode/telemetry-extractor@1.14.0 --yes vscode-telemetry-extractor -s .'
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
",21,1,1,pull_request,2
twbs/bootstrap,browserstack.yml,"name: BrowserStack

on:
  push:
    branches:
      - ""**""
      - ""!dependabot/**""
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  browserstack:
    runs-on: ubuntu-latest
    if: github.repository == 'twbs/bootstrap'
    timeout-minutes: 30

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ""${{ env.NODE }}""
          cache: npm

      - name: Install npm dependencies
        run: npm ci

      - name: Run dist
        run: npm run dist

      - name: Run BrowserStack tests
        run: npm run js-test-cloud
        env:
          BROWSER_STACK_ACCESS_KEY: ""${{ secrets.BROWSER_STACK_ACCESS_KEY }}""
          BROWSER_STACK_USERNAME: ""${{ secrets.BROWSER_STACK_USERNAME }}""
          GITHUB_SHA: ""${{ github.sha }}""
",46,1,2,"push, workflow_dispatch",2
twbs/bootstrap,bundlewatch.yml,"name: Bundlewatch

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  bundlewatch:
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ""${{ env.NODE }}""
          cache: npm

      - name: Install npm dependencies
        run: npm ci

      - name: Run dist
        run: npm run dist

      - name: Run bundlewatch
        run: npm run bundlewatch
        env:
          BUNDLEWATCH_GITHUB_TOKEN: ""${{ secrets.BUNDLEWATCH_GITHUB_TOKEN }}""
          CI_BRANCH_BASE: main
",43,1,3,"push, pull_request, workflow_dispatch",2
twbs/bootstrap,calibreapp-image-actions.yml,"name: Compress Images

on:
  pull_request:
    paths:
      - '**.jpg'
      - '**.jpeg'
      - '**.png'
      - '**.webp'

permissions:
  contents: read

jobs:
  build:
    # Only run on Pull Requests within the same repository, and not from forks.
    if: github.event.pull_request.head.repo.full_name == github.repository
    name: calibreapp/image-actions
    runs-on: ubuntu-latest
    permissions:
      # allow calibreapp/image-actions to update PRs
      pull-requests: write
    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Compress Images
        uses: calibreapp/image-actions@1.1.0
        with:
          githubToken: ${{ secrets.GITHUB_TOKEN }}
",32,1,1,pull_request,2
twbs/bootstrap,codeql.yml,"name: ""CodeQL""

on:
  push:
    branches:
      - main
      - v4-dev
      - ""!dependabot/**""
  pull_request:
    branches:
      - main
      - v4-dev
      - ""!dependabot/**""
  schedule:
    - cron: ""0 2 * * 4""
  workflow_dispatch:

jobs:
  analyze:
    name: Analyze
    runs-on: ubuntu-latest
    permissions:
      security-events: write

    steps:
      - name: Checkout repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Initialize CodeQL
        uses: github/codeql-action/init@v3
        with:
          config-file: ./.github/codeql/codeql-config.yml
          languages: ""javascript""
          queries: +security-and-quality

      - name: Autobuild
        uses: github/codeql-action/autobuild@v3

      - name: Perform CodeQL Analysis
        uses: github/codeql-action/analyze@v3
        with:
          category: ""/language:javascript""
",44,1,4,"push, pull_request, schedule, workflow_dispatch",4
twbs/bootstrap,cspell.yml,"name: cspell

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2

permissions:
  contents: read

jobs:
  cspell:
    permissions:
      # allow streetsidesoftware/cspell-action to fetch files for commits and PRs
      contents: read
      pull-requests: read
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Run cspell
        uses: streetsidesoftware/cspell-action@v7
        with:
          config: "".cspell.json""
          files: ""**/*.{md,mdx}""
          inline: error
          incremental_files_only: false
",36,1,3,"push, pull_request, workflow_dispatch",2
twbs/bootstrap,css.yml,"name: CSS

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  css:
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ""${{ env.NODE }}""
          cache: npm

      - name: Install npm dependencies
        run: npm ci

      - name: Build CSS
        run: npm run css

      - name: Run CSS tests
        run: npm run css-test
",40,1,3,"push, pull_request, workflow_dispatch",2
twbs/bootstrap,docs.yml,"name: Docs

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  docs:
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ""${{ env.NODE }}""
          cache: npm

      - run: java -version

      - name: Install npm dependencies
        run: npm ci

      - name: Build docs
        run: npm run docs-build

      - name: Validate HTML
        run: npm run docs-vnu

      - name: Run linkinator
        uses: JustinBeckwith/linkinator-action@v1
        with:
          paths: _site
          recurse: true
          verbosity: error
          skip: ""^http://localhost""
",50,1,3,"push, pull_request, workflow_dispatch",3
twbs/bootstrap,issue-close-require.yml,"name: Close Issue Awaiting Reply

on:
  schedule:
    - cron: ""0 0 * * *""

permissions:
  contents: read

jobs:
  issue-close-require:
    permissions:
      # allow actions-cool/issues-helper to update issues and PRs
      issues: write
      pull-requests: write
    runs-on: ubuntu-latest
    if: github.repository == 'twbs/bootstrap'
    steps:
      - name: awaiting reply
        uses: actions-cool/issues-helper@v3
        with:
          actions: ""close-issues""
          labels: ""awaiting-reply""
          inactive-day: 14
          body: |
            As the issue was labeled with `awaiting-reply`, but there has been no response in 14 days, this issue will be closed. If you have any questions, you can comment/reply.
",26,1,1,schedule,1
twbs/bootstrap,issue-labeled.yml,"name: Issue Labeled

on:
  issues:
    types: [labeled]

permissions:
  contents: read

jobs:
  issue-labeled:
    permissions:
      # allow actions-cool/issues-helper to update issues and PRs
      issues: write
      pull-requests: write
    if: github.repository == 'twbs/bootstrap'
    runs-on: ubuntu-latest
    steps:
      - name: awaiting reply
        if: github.event.label.name == 'needs-example'
        uses: actions-cool/issues-helper@v3
        with:
          actions: ""create-comment""
          token: ${{ secrets.GITHUB_TOKEN }}
          body: |
            Hello @${{ github.event.issue.user.login }}. Bug reports must include a **live demo** of the issue. Per our [contributing guidelines](https://github.com/twbs/bootstrap/blob/main/.github/CONTRIBUTING.md), please create a reduced test case on [CodePen](https://codepen.io/) or [StackBlitz](https://stackblitz.com/) and report back with your link, Bootstrap version, and specific browser and Operating System details.
",26,1,1,issues,1
twbs/bootstrap,js.yml,"name: JS Tests

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  run:
    permissions:
      # allow coverallsapp/github-action to create new checks issues and fetch code
      checks: write
      contents: read
    name: JS Tests
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ${{ env.NODE }}
          cache: npm

      - name: Install npm dependencies
        run: npm ci

      - name: Run dist
        run: npm run js

      - name: Run JS tests
        run: npm run js-test

      - name: Run Coveralls
        uses: coverallsapp/github-action@v2
        if: ${{ !github.event.repository.fork }}
        with:
          github-token: ""${{ secrets.GITHUB_TOKEN }}""
          path-to-lcov: ""./js/coverage/lcov.info""
",52,1,3,"push, pull_request, workflow_dispatch",3
twbs/bootstrap,lint.yml,"name: Lint

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  lint:
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ""${{ env.NODE }}""
          cache: npm

      - name: Install npm dependencies
        run: npm ci

      - name: Lint
        run: npm run lint
",37,1,3,"push, pull_request, workflow_dispatch",2
twbs/bootstrap,node-sass.yml,"name: CSS (node-sass)

on:
  push:
    branches:
      - main
  pull_request:
  workflow_dispatch:

env:
  FORCE_COLOR: 2
  NODE: 22

permissions:
  contents: read

jobs:
  css:
    runs-on: ubuntu-latest

    steps:
      - name: Clone repository
        uses: actions/checkout@v4
        with:
          persist-credentials: false

      - name: Set up Node.js
        uses: actions/setup-node@v4
        with:
          node-version: ""${{ env.NODE }}""

      - name: Build CSS with node-sass
        run: |
          npx --package node-sass@latest node-sass --version
          npx --package node-sass@latest node-sass --output-style expanded --source-map true --source-map-contents true --precision 6 scss/ -o dist-sass/css/
          ls -Al dist-sass/css

      - name: Check built CSS files for Sass variables
        shell: bash
        run: |
          SASS_VARS_FOUND=$(find ""dist-sass/css/"" -type f -name ""*.css"" -print0 | xargs -0 --no-run-if-empty grep -F ""\$"" || true)
          if [[ -z ""$SASS_VARS_FOUND"" ]]; then
            echo ""All good, no Sass variables found!""
            exit 0
          else
            echo ""Found $(echo ""$SASS_VARS_FOUND"" | wc -l | bc) Sass variables:""
            echo ""$SASS_VARS_FOUND""
            exit 1
          fi
",49,1,3,"push, pull_request, workflow_dispatch",2
twbs/bootstrap,release-notes.yml,"name: Release notes

on:
  push:
    branches:
      - main
  workflow_dispatch:

permissions:
  contents: read

jobs:
  update_release_draft:
    permissions:
      # allow release-drafter/release-drafter to create GitHub releases and add labels to PRs
      contents: write
      pull-requests: write
    runs-on: ubuntu-latest
    if: github.repository == 'twbs/bootstrap'
    steps:
      - uses: release-drafter/release-drafter@v6
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
",23,1,2,"push, workflow_dispatch",1
flutter/flutter,content-aware-hash.yml,"# Copyright 2013 The Flutter Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

name: Generate a content aware hash for the Flutter Engine

on: workflow_dispatch

jobs:
  generate-engine-content-hash:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v4

      - name: Fetch base commit and origin/master
        run: |
          git fetch --no-tags --prune --depth=1 origin ${{ github.event.pull_request.base.sha }}

      - name: Generate Hash
        run: |
          engine_content_hash=$(bin/internal/content_aware_hash.sh)
          # test notice annotation for retrival from api
          echo ""::notice ::{\""engine_content_hash\"": \""${engine_content_hash}\""}""
          # test summary writing
          echo ""{\""engine_content_hash\"": \""${engine_content_hash}\"""" >> $GITHUB_STEP_SUMMARY
",26,1,1,workflow_dispatch,1
flutter/flutter,coverage.yml,"# Copyright 2013 The Flutter Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

name: coverage

on:
  push:
    branches:
      - master
    paths:
      - 'packages/flutter/**'

permissions: read-all

jobs:
  build:
    name: coverage
    runs-on: ubuntu-latest
    if: ${{ github.repository == 'flutter/flutter' }}
    steps:
      - uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683
      - name: ./bin/flutter test --coverage
        run: pushd packages/flutter;../../bin/flutter test --coverage -j 1;popd
      - name: upload coverage
        uses: codecov/codecov-action@0565863a31f2c772f9f0395002a31e3f06189574
        with:
          files: packages/flutter/coverage/lcov.info
          verbose: true
",29,1,1,push,2
flutter/flutter,easy-cp.yml,"# Copyright 2023 The Flutter Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

name: Cherry-pick Labeled PR to Release Branch

on:
  pull_request_target:
    branches: master
    types: [labeled]

permissions: write-all

jobs:
  cherrypick_to_release:
    name: cherrypick_to_release
    runs-on: ubuntu-latest
    if: |
      (github.event.label.name == format('cp{0} beta', ':') || github.event.label.name == format('cp{0} stable', ':')) &&
      (github.event.pull_request.merged == true)
    steps:
      - name: Get Release Channel
        run: |
          echo ""CHANNEL=$(echo ${{ github.event.label.name }} | cut -d ':' -f 2 | xargs)"" >> $GITHUB_ENV
      - name: Get Release Candidate Branch
        run: |
          RELEASE_BRANCH=$(curl https://raw.githubusercontent.com/flutter/flutter/$CHANNEL/bin/internal/release-candidate-branch.version)
          echo ""RELEASE_BRANCH=$(echo $RELEASE_BRANCH | tr -d '\n')"" >> $GITHUB_ENV
      - name: Get Cherry Pick PR
        run: |
          echo ""COMMIT_SHA=$(echo ${{ github.event.pull_request.merge_commit_sha }})"" >> $GITHUB_ENV
      - name: Checkout Flutter Repo
        uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683
        with:
          repository: flutteractionsbot/flutter
          path: flutter
          ref: master
          persist-credentials: false
          # Checkout all history commits on master branch, so that the cp commit is a known object
          fetch-depth: 0
      # use same name when checking out branch, since the marketplace action does a hard reset.
      - name: Attempt CP
        id: attempt-cp
        working-directory: ./flutter
        run: |
          git config user.name ""GitHub Actions Bot""
          git config user.email ""<>""
          git remote add upstream https://github.com/flutter/flutter.git
          git fetch upstream $RELEASE_BRANCH
          git fetch upstream master
          git checkout -b cp-${CHANNEL}-${COMMIT_SHA} --track upstream/$RELEASE_BRANCH
          git cherry-pick $COMMIT_SHA
      # TODO(xilaizhang): remove this step once the template is available on release branches.
      - name: Get CP Template
        run: |
          curl -o PULL_REQUEST_CP_TEMPLATE.md https://raw.githubusercontent.com/flutter/flutter/main/.github/PR_TEMPLATE/PULL_REQUEST_CP_TEMPLATE.md
      - name: Create PR on CP success
        if: ${{ steps.attempt-cp.conclusion == 'success' }}
        working-directory: ./flutter
        id: create-pr
        run: |
          git push https://${{ env.GITHUB_TOKEN }}@github.com/flutteractionsbot/flutter cp-${CHANNEL}-${COMMIT_SHA}
          {
            echo 'PR_URL<<EOF'
            gh pr create --title ""[CP-${CHANNEL}]${PR_TITLE}"" --body-file ../PULL_REQUEST_CP_TEMPLATE.md --base ${RELEASE_BRANCH} --label ""cp: review"" --repo flutter/flutter --head flutteractionsbot:cp-${CHANNEL}-${COMMIT_SHA}
            echo EOF
          } >> ""$GITHUB_ENV""
        env:
          GITHUB_TOKEN: ${{ secrets.FLUTTERACTIONSBOT_CP_TOKEN }}
          PR_TITLE: ${{ github.event.pull_request.title }}
      - name: Leave Comment on CP success
        if: ${{ steps.create-pr.conclusion == 'success' }}
        run: |
          echo $PR_URL
          NEW_PR_NUMBER=""${PR_URL##*/}""
          SUCCESS_MSG="" @${{ github.actor }} please fill out the PR description above, afterwards the release team will review this request.""
          gh pr comment $NEW_PR_NUMBER -R flutter/flutter -b ""${SUCCESS_MSG}""
        env:
          GITHUB_TOKEN: ${{ secrets.FLUTTERACTIONSBOT_CP_TOKEN }}
      - name: Leave Comment on CP failure
        if: ${{ failure() && steps.attempt-cp.conclusion == 'failure' }}
        run: |
          FAILURE_MSG=""Failed to create CP due to merge conflicts.<br>""
          FAILURE_MSG+=""You will need to create the PR manually. See [the cherrypick wiki](https://github.com/flutter/flutter/blob/main/docs/releases/Flutter-Cherrypick-Process.md) for more info.""
          gh pr comment ${{ github.event.pull_request.number }} -R flutter/flutter -b ""${FAILURE_MSG}""
        env:
          GITHUB_TOKEN: ${{ secrets.FLUTTERACTIONSBOT_CP_TOKEN }}
",87,1,1,pull_request_target,1
flutter/flutter,files-changed.yml,"# Copyright 2013 The Flutter Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

name: Generate Changed Files JSON

on:
  pull_request:
    types:
      - opened
      - synchronize

jobs:
  generate-json:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout code
        uses: actions/checkout@v4

      - name: Fetch base commit and origin/master
        # Fetch what to compare the commit against
        run: |
          git fetch --no-tags --prune --depth=1 origin ${{ github.event.pull_request.base.sha }}
          git fetch --no-tags --prune --depth=1 origin master
          echo ""FLUTTER_PREBUILT_ENGINE_VERSION=${{ github.event.pull_request.base.sha }}"" >> ""$GITHUB_ENV""

      - name: Initialize Dart SDK
        # This downloads the version of the Dart SDK for the current platform.
        run: |
          ./bin/dart --version
          cd dev/tools && ../../bin/dart pub get

      - name: Write changed files to a JSON file
        run: |
          ./bin/dart run dev/tools/bin/get_files_changed.dart --since=""${{ github.event.pull_request.base.sha }}"" > changed_files.json

      - name: Upload artifact
        uses: actions/upload-artifact@v4
        with:
          name: changed-files
          path: changed_files.json
",41,1,1,pull_request,2
flutter/flutter,labeler.yml,"# Copyright 2013 The Flutter Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

name: ""Pull Request Labeler""
on:
- pull_request_target

# Declare default permissions as read only.
permissions: read-all

jobs:
  triage:
    if: ${{ github.repository == 'flutter/flutter' }}
    permissions:
      pull-requests: write
    runs-on: ubuntu-latest
    steps:
    # Source available at https://github.com/actions/labeler/blob/main/README.md
    - uses: actions/labeler@8558fd74291d67161a8a78ce36a881fa63b766a9
      with:
        sync-labels: true
",22,1,1,pull_request_target,1
flutter/flutter,lock.yaml,"# Copyright 2013 The Flutter Authors. All rights reserved.
# Use of this source code is governed by a BSD-style license that can be
# found in the LICENSE file.

# Configuration for Lock Threads - https://github.com/dessant/lock-threads

name: 'Lock Threads'

# By specifying the access of one of the scopes, all of those that are not
# specified are set to 'none'.
permissions:
  issues: write

on:
  schedule:
    - cron: '0 * * * *'

jobs:
  lock:
    permissions:
      issues: write
    runs-on: ubuntu-latest
    if: ${{ github.repository == 'flutter/flutter' }}
    steps:
      - uses: dessant/lock-threads@1bf7ec25051fe7c00bdd17e6a7cf3d7bfb7dc771
        with:
          process-only: 'issues'
          github-token: ${{ github.token }}
          # Number of days of inactivity before a closed issue is locked.
          issue-inactive-days: '14'
          issue-comment: >
            This thread has been automatically locked since there has not been
            any recent activity after it was closed. If you are still experiencing a
            similar issue, please open a new bug, including the output of
            `flutter doctor -v` and a minimal reproduction of the issue.
",35,1,1,schedule,1
flutter/flutter,merge-changelog.yml,"name: Sync stable CHANGELOG to master

on:
  push:
    branches: [stable]
    paths:
      - 'CHANGELOG.md'

jobs:
  merge-changelog:
    runs-on: ubuntu-latest
    permissions:
      contents: write
      pull-requests: write

    steps:
      - name: Setup Repository
        uses: actions/checkout@v4
        with:
          repository: ${{ github.repository }}
          ref: master

      - name: Configure git
        run: |
          git config user.name ""[bot] Merge Changelog""
          git config user.email ""<>""

      - name: Read CHANGELOG.md from the stable branch
        id: read_stable_changelog
        run: |
          CHANGELOG_CONTENT=$(git show origin/stable:CHANGELOG.md)
          echo ""CHANGELOG_CONTENT<<EOF"" >> $GITHUB_ENV
          echo ""$CHANGELOG_CONTENT"" >> $GITHUB_ENV
          echo ""EOF"" >> $GITHUB_ENV

      - name: Prepare PR branch and commit changes
        id: prepare_pr_branch
        run: |
          PR_BRANCH=""sync-changelog-stable-to-master-$(date +%s)""
          echo ""pr_branch_name=$PR_BRANCH"" >> ""$GITHUB_OUTPUT""
          git checkout -b ""$PR_BRANCH"" master
          echo ""${{ env.CHANGELOG_CONTENT }}"" > CHANGELOG.md
          git add CHANGELOG.md
          git commit -m ""Sync CHANGELOG.md from stable""
          git push origin ""$PR_BRANCH""

      - name: Create Pull Request
        env:
          GH_TOKEN: ${{ github.token }}
        run: |
          PR_HEAD_BRANCH=${{ steps.prepare_pr_branch.outputs.pr_branch_name }}

          gh pr create \
            --base master \
            --head ""$PR_HEAD_BRANCH"" \
            --title ""Sync CHANGELOG.md from stable"" \
            --body ""This PR automates the synchronization of \`CHANGELOG.md\` from the \`stable\` branch to the \`master\` branch."" \
            --label autosubmit
",58,1,1,push,1
